"English",,,"""The Current State of Black Studies in the United States"" presents the advances and the challenges of the discipline. The perspective of the essay is grounded in the tradition, established in 1915, with the founding of the Association for the Study of Negro Life and History by Dr. Carter G. Woodson, and considers the changes since its entry into mainstream academia in the late 1960s as a result of black student activism. The discussion considers recent research and theoretical paradigms, as well as institutional and societal impediments.",11,"WOS:000407226000003",3
"English","authorship; ""The Night Before Christmas""; Don Foster; common words; phoneme pairs; attribution; statistics",,"""The Night Before Christmas"" is among the most popular poems in English. Largely responsible for establishing the modern American notion of Santa Claus, it was published anonymously in 1823, but later included among the Poems of Clement Clarke Moore. His name has since been attached to innumerable reprints of the iconic rhymes. The descendants of Henry Livingston, however, claim that he was the true author. Controversy has continued. A recent book (Jackson) made out a case for Livingston's authorship, reassessing the ""external"" evidence and applying multiple stylistic tests that distinguished between Moore's and Livingston's acknowledged verse. Among the most effective discriminators were rates of usage of (a) common words and of (b) ""phoneme pairs,"" more favored by one poet or the other. Although there are no other contenders for the honor of having composed ""The Night Before Christmas,"" the present article employs these two potent tests to discriminate between Livingston's verse and a corpus of verse akin to his by a wide range of contributors to the journals in which he published. Again, ""The Night Before Christmas"" turns out to be associated with Livingston, rather than with his contemporaries.",13,"WOS:000422901000004",3
"English","Lists; Travel; Tourism; Valuation; Knowledge; Guide Books; Social Media","BAEDEKER","A big part of any journey is logistics, starting with the preparation of a journey, the journey itself leading finally to the organization of the post-travel experience. This logistics of travel relies to a large extent of the usage of different lists. This paper discusses how different sorts of travel lists evolved, and to do this I turn to three historical types of travel list. First I briefly discuss the role of lists in early modern travel, a time before guidebooks or the modern concept of tourism. This historical account shows us how traveling and the generation of knowledge are intrinsically linked. Then, in the main part of the essay, I discuss different types of lists in early travel guides (such as Baedeker) as crucial cultural techniques for organizing and navigation. This leads me to a brief discussion of the contemporary usage of user-generated travel lists in social media (such as TripAdvisor). What is common to these heterogeneous lists is that they are not simply neutral instruments; rather, they are logistical techniques for generating knowledge. Analyzing different types of travel lists and their intersections shows that different imaginaries of space and time emerge; notably it helps us to understand how travel lists have become tools of valuation.",31,"WOS:000416201700005",3
"English",,,"A blackened, burned dress hangs limply in an upstairs wardrobe in a dusty, deserted house in the Fens in Ruth Rendell's The Brimstone Wedding (1996). This dress, like the airless, loveless, and love-lost houses in both The Brimstone Wedding and The Secret House of Death (1968) serves as a reminder of false romantic promises, the emptying out of desire into the mundane, the dangers and betrayals both of passion and of the everyday domestic. This is Rendell's domestic Gothic at its best. In both Rendell and her alias Barbara Vine's more psychological thrillers, the twin comforts of romance and a safe home and family give way to disturbance, discomfort, disease, and disruption. Romance is treacherous and betrayed. However passionate, stolen, turbulent, and filled with promise, it slips away at a single deceptive act or through the repetitive, mundane everyday. Its worst outcomes are cruelty following the end of love or the equally destructive, mind-numbingly banal winding down into lovelessness. Clandestine love nests are cleared out and shuttered up; suburban family life is devalued. Each is prone to absences, deceit, and death. Much of Rendell's domestic Gothic has echoes of Daphne du Maurier's earlier influential genre-shifting romantic crime Gothic Rebecca (1938), and this novel's haunting of our reading of Rendell's texts underpins the discussion of The Brimstone Wedding and The Secret House of Death. Both use strategies of women's crime entwined with romantic domestic Gothic to undermine thoroughly investment in romantic love, domestic bliss, and the security of the family home.",31,"WOS:000398033400005",3
"English","comparisons; Emily Bronte; fallacies; identification; love; Wuthering Heights",,"A careful reading of Wuthering Heights makes us aware of the abundance of comparisons to be found therein and of the various thematic functions they serve. As well as several comparisons in the form of similes, a significant number of which have to do with likenesses between human beings and animals, we come across comparisons that the characters now and again make between two individuals or between themselves and other people. But except where they have to do with similarities or differences as to, say, age or physicality or situation, comparisons between persons often seem unduly subjective and, in many cases, even fallacious. The fact that Emily Bronte thereby suggests that such comparisons are inherently problematic is hardly to be wondered at if we recognize the extent to which she is fundamentally concerned here with the primacy of each human identity, especially through her treatment of love.",2,"WOS:000396035700004",3
"English","compromise; pacts with the devil; US Constitution; slavery; Israel",,"A central theme of Richard Weisberg's recent work is the inadvisability of compromising one's central values. He has coined the term ""flexiphobia"" to describe his position, which he sees as a necessary correction to the presumptive ""flexophilia"" that characterizes many positions today. In this essay, I examine the structure of Weisberg's arguments, which focus on the admirable refusal to collaborate with Nazis during World War II. Although one can admire his particular subjects and the courage they displayed, I go on to suggest that they do not in fact provide an adequate basis for a general argument in favor of ""flexophobia."" Whether compromise is advisable or condemnable inevitably depends on highly particularistic contexts.",5,"WOS:000396020000006",3
"English",,,"A close reading of Mary Robinson's late-eighteenth-century poem ""London's Summer Morning,"" which captures all the noises and smells of a busy London street, is not enough to convince the reader that it isn't all a dream. But whose dream? Rene Descartes and Wallace Stevens suggest that it may not matter.",6,"WOS:000425482100011",3
"English","Anadiplosis; Figures; Schemes; Shakespeare",,"A complex definition of the figure, anadiplosis, develops in the tradition that runs fromancient Greek and Roman rhetoricians up to sixteenth-century continental rhetorical theorists such as Susenbrotus. Drawing on and enriching this tradition, the English rhetoricians of Shakespeare's day defined the figure as the repetition of the word or words with which one phrase or line ends, at or near the beginning of the succeeding phrase or line. A series of anadiploses was understood to make for a gradatio (or climax). Having been schooled in these and other definitions of the tropes and figures, Shakespeare implements anadiplosis, as well as the rhetoricians' rich metaphorical description of it, in his text. In so doing, he enhances his representation of people who are impassioned, thoughtful, witty, deranged, and ridiculous. In keeping with the rhetoricians' recognition of the polysemy of the figure, Shakespeare also implements this figure to narrate events and make some of them seem inevitable (usually in history and tragedy) and others unlikely (usually in comedy). The Shakespearean script also frequently includes dialogic anadiplosis: the sharing of the figure by two speakers. In this form, it plays a significant role in Shakespeare's creation of authentic dialogue.",59,"WOS:000425292700002",3
"English",,,"A critical survey of the novelistic production of Donato Ndongo-Bidyogo reveals the existence of a dialectical relationship in the conceptualization of ""home"" and ""abroad,"" be it as a consequence of colonialism, exile, migration, or dictatorship. Studied together, the unnamed protagonist in the first two novels of his promised trilogy titled Hijos de la tribu [Sons of the Tribe], and Obama Ondo, the protagonist of his third novel, present intricate dimensions for examining questions relating to migration, exile, and the attendant issues of alienation, diasporic (re/de) constructions, and transcultural subject positioning, among others. With the aim of presenting perspectives from Hispanophone African literature, and broadening the scope of perspectives on debates surrounding the transnational/transmigrant subject, the diaspora, and the homeland/hostland dichotomy, this paper foregrounds the notion of "" disruptions"" (Salman Rushdie) germane to the movement and deterritorialization of transnational subjects through its reflections on the writings of three key texts in Hispanophone African literature.",15,"WOS:000414522600011",3
"English","Trump; humor; comedy; psychology","HUMOR STYLES","A former stand-up comedian turned psychotherapist examines why Trump is not funny.",30,"WOS:000426904400015",3
"English",,,"A fresh reading of Balzac's La Duchesse de Langeais (1834) reveals that the geography of African exploration, and of Andalusia as a liminal space between Europe and Africa, are mapped onto the geography of Paris. Class boundaries make the conquest of the aristocratic faubourg Saint-Germain as problematic as the exploration of central Africa. Spatiality is crucial in understanding this novella, which can be read as secondary travel writing: it is partly a response to a travel narrative by Rene Caillie published in 1830. Useful here are critical approaches to travel narratives such as Mary Louise Pratt's notions of the ""contact zone"" and the ""anti-conquest"" narrative. Caillies real-life experience sheds light on Montriveau, whose voyage is one of pathos, suffering, and epistemological failure. Balzac's novella thus explores a failed or incomplete mapping project. This reflects what Fredric Jameson calls the failed ""cognitive mapping"" underlying the European attempt to reach a fully global world-view.",28,"WOS:000400951200006",3
"English",,,"A history of the book approach to Thomas Hutchinson's History of Massachusetts Bay (published 1764-1828) recovers his commitment to preserve facts and his place in eighteenth-century historiography. Hutchinson's vilification by patriots still obscures our understanding of his loyalism. The article reassesses late colonial society, the American Revolution, and Anglo-American culture in the British Atlantic World.",103,"WOS:000408571700003",3
"English","Russian children's literature; Mother archetype; Fairy tales; Stereotypes; Sergey Sedov",,"A new model of society in post-Soviet Russia introduced novel family patterns to everyday life as well as to children's literature, with traditional parent and children's functions becoming subject to rethinking. The tendency to reconsider parental functions can be observed in texts from different genres, but it appears most overtly in modern fairy tales which, on the one hand, link modernity with the national folkloric code but, on the other, aim to overcome the code. Unlike many contemporary Russian authors for children, who leave little narrative space for parents, Sergey Sedov makes the mother central to his ""Fairy Tales About Mums."" He describes various situations in which this figure regains the depth and comprehensiveness of a Jungian Great Mother Archetype. The author combines different fairy tales, cultural stereotypes and literary themes to create the image of a new mother who possesses various roles, some of which place her in opposition to the gender stereotype of patriarchal Russian folklore. This article uses structural, typological and motive methods of analysis to trace the transformation of the mother's image from the traditional folktale canon to determine its activity-related and axiological aspects and to analyse various manifestations of the mother in terms of the tales' semantic and aesthetic integrity.",14,"WOS:000407438100001",3
"English",,,"A new runic inscription was found in 2017. The object could be a handle of a ladle or spoon from Sedgeford, Norfolk. The tentative date of the object ranges from the 8th to the 10th century. The inscription consists of a cross and eight characters, seven of which are clearly runes, but the second character of the sequence is problematic. Although the inscription has no diagnostic rune identifying it as being written in the Old English fuporc, there is no doubt that the language of the text is Old English. The inscription represents the Old English male personal name B[.] rnferp. After an overview of the inscription and the runes, and a graph-typological description of character 2, I have attempted to analyze possible phoneme-grapheme relations of Graph 2, assigning the possible readings to certain dialect areas.",17,"WOS:000415290600001",3
"English",,,"A newly surfaced copy of Norwegian poet Dorothe Engelbretsdatter's work in The United States is evidence of the seventeenth-century's author's enduring hold on nineteenth-century readers. This article places the book in the context of the poet's Scandinavian reception since her own time and today. The travelling book forms an appropriate illustration of the spread of women's writing, as studied by the EU-funded project HERA Travelling TexTs 1790-1914. As one of the recent efforts to use digital methods to map women's contributions to past culture, it marks present concerns in feminist and reception research.",44,"WOS:000415644800002",3
"English","Ben Okri; post-colonial writing; literary experimentation; spiritual resource-bases; hybridism; New Ageism","OKRI,BEN","A once high-profile post-colonial writer, it is noticeable that the London-Nigerian novelist and essayist Ben Okri has all but dropped out of view as far as the literary establishment is concerned. While his earlier works still receive much academic attention and are deemed highly influential, critical engagements with his later fiction are almost non-existent. With this in mind, our aim is to map out the many transformations the author's work has gone through and offer explanations as to the reasons behind certain negative receptions of the author's work. To understand the new directions the author's current writings have taken, one must analyse the totality of his novelistic writings as a single collective body striving towards a sustained renovation of the literary form. Our premise is that this experimentation might, contrary to its aim, be hampering the author's success, and our study shall, therefore, examine in detail the experimental nature of these later works and offer a series of perceptions as to their possible shortcomings.",33,"WOS:000404460200010",3
"English","theatre of ideas; 1930s and 1950s America; state politics; aesthetic reknotting",,"A play about the end of the roaring 1920s and the return of a renegade artist, Djuna Barnes's The Antiphon (1958) is both a family drama and a reflection on the state of 1930s and 1950s American politics. Written in blank verse, the play's poetic style and wealth of inter-textual references to personal and public history attest to Barnes's aesthetic savvy and modernist sensibility. Not only does the play rely on the kind of role-switching associated with Platonic dialogues whereby materiality is excoriated to give way to purer, loftier ideas, but it also deploys a quest for state (or family) justice as a theatrical performance that is strong on stylized politics, but short on ethics and ideas. In its blending of the political and the abstract, The Antiphon evokes what Alain Badiou refers to in Rhapsody for the Theatre as a ""theatre of ideas"" that combines an artistic ""heresy in action"" with a ""figurative reknotting of politics"" (13). In The Antiphon, such ""reknotting"" not only points to the destructive politics permeating 1930s and 1950s America, but also exposes Barnes's search for a method that would simultaneously rupture and transcend the very limitations of art forms by transforming politics into a philosophically-charged theatre of ideas.",40,"WOS:000416780200013",3
"English","Chinese dog narratives; ""bare life ""; inter-species chain; Chinese modernization and urbanization; Anthropocene",,"A rapid increase in the number of pet dogs in Chinese cities since the late 1980s, and the prosperity of the pet industry as a result, seem to indicate that dogs have been accepted as worthy companions for humans, and that pet dogs have thereby become a comfortable part of the Chinese dream of a prosperous and harmonious future. Yet just outside the frame of this bright and hopeful picture looms another huge group of dogs who have been removed from rather than accepted into the human world, often in ways that are extremely cruel and barbaric. This article examines this perplexing contrast in connection to Chinese modernization and urbanization, which is situated within the larger context of the Anthropocene. By placing the situation of urban stray dogs and the prosperity of the urban pet industry alongside the deteriorating condition of country dogs, the article looks at the condition of dogs in relation to the serious internal and external social inequalities involving humans and dogs in today's China. Reading Chinese dog narratives across genres, it argues that the promise of prosperity, security and harmony is just part of the myth of modernization and urbanization.",44,"WOS:000400593600006",3
"English","Realism; objects; weather; epiphany; infrastructure; energy humanities; Ben Lerner; Roland Barthes",,"A rare example of a contemporary climate-change novel, Ben Lerner's 10:04 joins reflections on our increasingly unrecognisable planet with a remarkably realist attention to everyday life. This paper examines three aspects of the book's environmentally inflected realism in more detail. In response to Adam Trexler's account of Anthropocene fiction, it begins by examining Lerner's expansive representation of global commodities and planetary memorials. Turning from objects to subjects, the paper subsequently enlists Roland Barthes's late work on reference to describe Lerner's attention to weird weather and its destabilising effects on our bodies and epiphanies. The analysis concludes with a discussion of the social infrastructure underlying the circulation of objects and subjects, highlighting the novel's emphasis on the community-building as well as resource-depleting dimensions of our petromodernity. Via these three steps, the paper demonstrates, first, the importance of a newly expansive mode of cultural memory, related to capitalism, weather and energy, and second, that not just science fiction but also modified forms of realism may play an important role in cultural responses to climate change.",35,"WOS:000403784300006",3
"English","Africa; post-global; postcolonial; modernity; slavery; Afropolitanism; human rights; homosexuality; South Africa; Enlightenment",,"A response to my interlocutors and a reaffirmation, through a consideration of the place of Africa in the modern world, of the post-global as a productive reading frame.",14,"WOS:000405186400015",3
"English","Counter Intelligence Corps; photo interpreter; war criminals; diary; Hungary; German eugenics program; Ujvidek massacres; Ohrdruf; Patton's Third Army; World War Two",,"A self-selected group of refugees from Nazi-dominated Europe returned overseas to fight the Nazis as US citizens in Military Intelligence. The author's father, a refugee from Hungary, kept a diary of his service as an aerial photo interpreter and Counter Intelligence Corps special agent in the US army. His diary offers a vivid example of Richard Weisberg's exhortation to remain true to ""our best and deepest values"" during times of crisis - a code of conduct that applies to military service as well as the practice of law.",19,"WOS:000396020000009",3
"English",,,"A series of printed images and ornaments greatly influenced eighteenth-century conceptions of Eliza Haywood as an author. In this article, I build on the work of Janine Barchas and Sarah Creel, exploring the ways in which Haywood was visually represented in editions of her works. I consider the role played by Haywood and her publishers in establishing a series of authorial eidolons (personas or avatars). Drawing on images not previous ly discussed by Haywood scholars, bibliographical information on ornament usage, and contemporary reader-responses to images and ornaments, I argue for a renewed focus on Haywood as the author of Love in Excess (1720) and a greater focus on reader-responses to Haywood's works.",49,"WOS:000398800300001",3
"English",,,"A short manuscript fragment, A Rabelaisian Rhapsody (1898-1900), affords us a unique and overlooked insight into the structures and key concerns of J. M. Synge's entire dramatic oeuvre. A Rabelaisian Rhapsody reveals, firstly, Synge's early conceptions and ideals of drama as a form; secondly, the dialogue is used to express a more wide-ranging 'creed' of aesthetic, moral and spiritual value in different literary approaches; thirdly, it links both of these to particular modes of theological thought, thereby illustrating how the structures, forms and textures of Synge's later drama are rooted in a pressing desire to anchor literary expression to spiritual wellbeing. The ironic and dialectical structures found in this piece form the core structures of Synge's dramatic thought, and are drawn from both Old Irish literature and contemporary political debates, as well as from the symbolist thought of Yeats, Blake and others. In The Well of the Saints (1905), we find the final synthesis of this structure, and the preparation for Synge's overt sociological statements regarding modernization in Ireland. Over many years, Synge established a spiritual basis for his aesthetic, countering asceticism with pantheism, restriction with Rabelaisian excess. The various iterations of this conflict can be traced over numerous dialogues, scenarios and plays in his oeuvre, and this dialectical structure became subsumed into a larger literary vision of nonconformity and multidirectional irony. In turn, Synge's spiritual and aesthetic opposition to ascetic or conforming figures began to influence his understanding of political and social change in contemporary Ireland.",40,"WOS:000411226000008",3
"English",,,"A significant portion of Matthew Arnold's cultural and intellectual thinking derived from a phrase by Jonathan Swift: 'sweetness and light'. This merits critical and historical investigation because its usage marks a highpoint in Arnold's engagement with two competing kinds of erudition throughout the 1860s, echoing Swift's own commitments at the turn of the eighteenth century. In his discussion of Liberal politics, Francis Newman and Homeric poetry, and the parochialism of the English middle class, Arnold restaged the battle between urbanity and philology which Swift and the Tory wits fought in response to Richard Bentley. This article juxtaposes and interweaves these debates to show that articulacy twice attempted to lay total claim to knowledge; on each occasion, the effort to protect literature and ambiguity spurred Swift and Arnold to discrete imaginative acts engendered by the same anxiety over minute scholarship. It is suggested this disquiet was especially acute because the techniques of satire and artistry made those forms appear less disinterested and more pedantic than they professed to be, whilst Bentley's philological work was truly exemplary of the vital creativity Swift and Arnold espoused. At work was a double irony: Swift and Arnold encouraged a ranging and cursory approach whilst in fact employing the subtlest stylistic manoeuvres to attenuate the rise of a discipline which was in reality concerned with the aesthetic as well as the historical.",83,"WOS:000397153500006",3
"English",,,"A story titled The Impressionists that was published in 1897 should have something to say about art, but does it? The sixth installment in Rudyard Kipling's Stalky & Co. series, The Impressionists follows the antics of M'Turk, Stalky, and Beetle, three cunning boys at a dreary English military preparatory school. Suspecting these boys of cheating on their schoolwork, housemaster Mr. Prout turns them out of their private study into the main house dormitory. For revenge, and hoping to win back their room, Stalky & Co. become agents provocateurs. They start a fight in their house and manage to involve the other housemasters' houses: Under cover of the confusion the three escaped to the corridor, whence they called in and sent up passers-by to the fray. Rescue, King's! King's! King's! Number Twelve form-room! Rescue, Prout's - Prout's! Rescue, Macrea's! Rescue, Hartopp's!' (102). The three boys then allow Mr. Prout to overhear a conversation that makes money-lending seem common practice in the houses: Where's that shillin' you owe me?' said Beetle suddenly. Stalky could not see Prout behind him, but returned the lead without a quaver. I only owed you ninepence, you old usurer' (103). Stalky & Co. rile up the other boys by telling ghost stories and spreading slanderous ditties; they turn the house against the prefects and undermine Mr. Prout's authority; and in the end they win back their room, but they are also found out by the headmaster, who mixes corporeal punishment with his admonishments: There is a limit - one finds it by experience, Beetle - beyond which it is never safe to pursue private vendettas, because - don't move - sooner or later one comes - into collision with the - higher authority, who has studied the animal. Et ego - M'Turk, please - in Arcadia vixi (117). The boys take the headmaster's attentions as a compliment, and they take his advice. Never again do they stake the school's peace in the pursuit of their own ends.",55,"WOS:000395430200002",3
"English","Post-digital literature; posthumanism; chaotics; technology and literature; digital humanities",,"A variety of critics and theorists have since demonstrated how approximations of chaotic principles occur in literary systems and texts. Across disciplines, this set of approaches has emerged concurrently with the arrival of increasingly powerful computing technologies. This paper examines the novel Exchange Place by Ciaran Carson, applying Katherine Hayles's concept of 'chaotics' to the text to read for established chaotic features including unpredictability, complex forms, nonlinear relationships and multi-scalar representations. Foregrounding interactions between chaotics as proposed in the 1990s and contemporary post-digital environments, I highlight three distinguishing elements of Exchange Place, which are explained and illustrated through close reading, that reflect an evolving, twenty-first-century chaotics; I have termed these pulsating subjectivity, mercurial body-text and collective mind. Crucial to this discussion are evolutions in subjectivity in the post-digital age, where bodies and texts have become deeply embedded with, and within, high-tech communication networks. The result is a new horizon of textual strategies and effects that privilege network-ecologies of personhood over individuality and coherence; Exchange Place is a quintessential illustration of this literary horizon.",31,"WOS:000416544100012",3
"English","anti-Semitism; aryanization; Auschwitz; banks; Holocaust; indemnification; restitution; rue des Rosiers; spoliation; Vichy",,"A walk down a Paris street, the rue des Rosiers, between 1940 and 1944, noting the victims of French and German anti-Semitic actions of spoliation and deportation.",8,"WOS:000396020000008",3
"English","Dr. Seuss; Nonsense literature; Mikhail Bakhtin; Chronotope; Dialogic pedagogy",,"A well-versed writer on the limitations and possibilities of the English language, Seuss follows the conventional primers the wrong way, not by retracing the tradition of the genre, but by working his way against the current. Drawing upon Jean-Jacques Lecercle's notion of nonsense, this essay is a small attempt to examine three of Dr. Seuss's beginner books-The Cat in the Hat, One fish, two fish, red fish, blue fish, and Green Eggs and Ham-along with Mikhail Bakhtin's ideas. It argues that Bakhtin's concepts of chronotope, carnivals and dialogism offer themselves as toolkits to illuminate the nonsensical chronotopes prevalent in Seuss's books, including multiple mini-chronotopes, narratorial voices, and mixing of the everyday and fantasy in a dialogic way. The Seussian world in the three books is read as a collection of nonsensical chronotopes in which everyday scenes are converted into carnivalesque mini-chronotopes, parallel to the real world but having their own logics. The Seussian rhymes are also far from being monologic in nature, but are woven and constructed as a dialogic mode of discourse. Seussian nonsense texts partake in the invention of a genre by demonstrating a radical pedagogy of priming that sees a word more than a concept but also endowed with certain physicality and dialogicity. The nonsensical chronotopes also demonstrate a dialogic demand on readers, inviting them to engage with books, have fun reading, and see the world in an alternative way.",30,"WOS:000415213300003",3
"English",,,"A. S. Byatt's story ""Racine and the Tablecloth"" (1987) has received little critical attention, even though it appears at a pivotal moment in her career. Nonetheless, Byatt herself highlighted its importance when she published ""Arachne"" (2000), a reflection on Ovid that further articulates the inspirations and themes of the earlier story. Considering these two texts as companion pieces, this article sets out to unravel Byatt's metaphor of the text as a fabric woven together from heterogeneous threads, first by setting this concept in the context of Roland Barthes's theories about textuality, then by tracing how ""Racine and the Tablecloth"" is itself spun from a multiplicity of sources and ideas that exist in dynamic tension: Byatt's own experiences, Euripides, Ovid, and of course, Racine.",46,"WOS:000407799400006",3
"English","race; sirah; hero; black; adab; gender; sexuality; Africanicity",,"Abd al-Wahhab's character in Sirat al-amirah dhat al-himmah is but one example of a black hero who figures prominently in a sirah sha'biyyah, or popular heroic cycle, the earliest references to which appear in the twelfth century and several of which remain in circulation today. Like several of his counterparts, not only is he black, but he is also alone among his relatives in being so. The explanation supplied in the text of his mother Fatimah's eponymous sirah for his ""spontaneous"" phenotypic deviation makes use of rhetoric also found in various antecedent and near-contemporary belles-lettres sources. Placing. Abd al-Wahhab's case within the context of this literary network illuminates a series of questions concerning the semiotics of race in pre-twelfth-century Arabo-Muslim literature, racially inflected anxieties about control of feminine sexuality, and pre-genetic syntheses of racial and reproductive ""sciences."" This paper concludes that. Abd al-Wahhab's blackness is produced through a set of scientific and speculative discourses that go beyond the prominent theories of climate influences and Hamitic genealogy, and that posit instead a racial determinacy that occurs spontaneously, regardless of geography or lineage, through a variety of interventions from and against the maternal body. These include the contamination of seminal fluid, ""image-imprinting,"" and divine fiat. The concentration of these theories within a single text makes. Abd al-Wahhab's conception narrative a uniquely apt ground for discussing the broader complex of issues of gender and race in pre-modern Arabic literature.",50,"WOS:000416559600004",3
